ID,Year_Birth,Income,Kidhome,Teenhome,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,anciennete_jours,unites_total,Education_2n Cycle,Education_Basic,Education_Graduation,Education_Master,Education_PhD,Marital_Status_Absurd,Marital_Status_Alone,Marital_Status_Divorced,Marital_Status_Married,Marital_Status_Single,Marital_Status_Together,Marital_Status_Widow,Marital_Status_YOLO,proba,gain_attendu_par_client,decile
7503,1976,75825.0,0,0,1032,105,779,137,105,51,0,5,8,9,4,1,0,0,0,0,0,-15625,2209,False,False,True,False,False,False,False,False,False,True,False,False,False,0.8608941185768294,6.587152948614635,D10
477,1986,83512.0,0,0,1060,61,835,80,20,101,1,4,7,10,1,1,0,1,1,1,0,-16238,2157,False,False,True,False,False,False,False,False,True,False,False,False,False,0.8591580055143623,6.573264044114898,D10
3887,1970,27242.0,1,0,3,17,26,20,1,39,2,2,0,3,9,0,0,0,0,0,0,-15655,106,False,False,True,False,False,False,False,False,False,True,False,False,False,0.8561698905326036,6.549359124260829,D10
6810,1983,82025.0,0,0,267,98,606,48,70,98,1,3,2,6,1,0,0,1,0,0,0,-15853,1187,False,False,True,False,False,False,False,True,False,False,False,False,False,0.8498117068789393,6.498493655031514,D10
405,1964,41638.0,0,1,315,0,31,4,0,91,4,5,5,3,8,1,0,0,0,0,0,-15749,441,False,False,True,False,False,False,False,True,False,False,False,False,False,0.8487030288897535,6.489624231118028,D10
3009,1962,71670.0,0,0,1462,16,128,0,0,160,1,5,3,6,6,0,1,1,0,1,0,-15895,1766,False,False,False,False,True,False,False,False,False,False,False,True,False,0.840773421457519,6.426187371660152,D10
7349,1973,9722.0,1,0,6,17,16,6,16,42,4,3,1,3,8,0,0,0,0,0,0,-15615,103,False,True,False,False,False,False,False,False,False,False,True,False,False,0.8356599941317132,6.385279953053706,D10
6853,1982,75777.0,0,0,712,26,538,69,13,80,1,3,6,11,1,0,1,1,0,0,0,-15890,1438,False,False,False,True,False,False,False,False,False,True,False,False,False,0.8326190350933342,6.360952280746674,D10
10150,1961,86429.0,0,0,464,28,873,29,18,37,0,7,4,7,2,0,0,0,1,0,0,-16030,1449,False,False,True,False,False,False,False,False,False,True,False,False,False,0.8302650174735823,6.342120139788658,D10
8800,1943,48948.0,0,0,437,8,206,160,49,42,2,7,10,5,6,1,0,0,0,0,0,-15737,902,False,False,False,False,True,False,False,True,False,False,False,False,False,0.8268039596063681,6.314431676850945,D10
10133,1970,93790.0,0,0,1302,68,731,89,114,45,0,6,7,12,2,0,1,1,1,0,0,-16113,2349,False,False,True,False,False,False,False,False,False,True,False,False,False,0.8186401873048564,6.249121498438852,D10
8029,1988,90247.0,0,0,1184,32,352,21,16,16,1,3,4,7,1,0,1,1,1,0,0,-16189,1621,False,False,False,True,False,False,False,False,False,True,False,False,False,0.8168623425105699,6.234898740084559,D10
8462,1978,24882.0,1,0,1,4,10,29,0,36,1,1,1,2,6,1,0,0,0,0,0,-15592,80,False,True,False,False,False,False,False,False,False,False,True,False,False,0.8157099032495039,6.225679225996031,D10
4427,1995,83257.0,0,0,536,27,590,38,107,67,1,5,10,12,6,1,0,1,0,0,1,-15601,1365,True,False,False,False,False,False,False,False,False,True,False,False,False,0.814586319216361,6.2166905537308885,D10
1891,1980,78789.0,0,0,667,50,850,21,83,83,1,4,6,5,2,0,0,0,0,0,0,-15560,1754,False,False,False,True,False,False,False,True,False,False,False,False,False,0.8106709982862839,6.185367986290271,D10
4356,1971,71819.0,0,1,1224,28,140,0,14,168,3,3,3,5,6,0,1,1,0,0,0,-15945,1574,False,False,True,False,False,False,False,False,False,False,True,False,False,0.8101538032974722,6.181230426379778,D10
697,1969,74918.0,0,0,972,59,913,25,19,59,1,5,9,6,3,0,0,1,0,0,0,-15776,2047,False,False,True,False,False,False,False,False,False,False,True,False,False,0.8034026426347797,6.127221141078238,D10
3336,1948,66375.0,0,1,712,0,45,0,0,191,3,2,4,5,7,1,0,0,0,0,0,-16030,948,False,False,False,False,True,False,False,False,False,False,True,False,False,0.803279227281136,6.126233818249088,D10
10448,1956,46998.0,0,1,172,41,86,45,6,27,5,5,3,5,7,1,0,0,0,0,0,-15635,377,False,False,True,False,False,False,False,False,False,True,False,False,False,0.8030952532563492,6.124762026050794,D10
6770,1985,21355.0,1,0,5,13,14,0,5,31,2,2,1,2,6,1,0,0,0,0,0,-15937,68,False,False,True,False,False,False,False,False,True,False,False,False,False,0.7985665090118677,6.088532072094941,D10
3629,1978,38557.0,1,0,76,3,31,4,4,27,2,3,1,3,7,0,0,0,0,0,0,-15693,145,False,False,True,False,False,False,False,False,False,True,False,False,False,0.7967591739041872,6.074073391233497,D10
1150,1899,83532.0,0,0,755,144,562,104,64,224,1,4,6,4,1,0,0,1,0,0,0,-15974,1853,False,False,False,False,True,False,False,False,False,False,True,False,False,0.7881921980109746,6.005537584087797,D10
6248,1947,91712.0,0,0,1276,24,746,94,29,48,0,9,7,11,3,0,0,1,0,0,0,-15995,2217,False,False,False,True,False,False,False,False,False,True,False,False,False,0.7863877491165063,5.991101992932051,D10
7736,1986,22518.0,1,0,11,7,12,2,2,27,2,2,1,2,5,1,0,0,0,0,0,-15635,61,False,False,True,False,False,False,False,False,True,False,False,False,False,0.7828556235679334,5.962844988543467,D10
9,1975,46098.0,1,1,57,0,27,0,0,36,4,3,2,2,8,0,0,0,0,0,0,-15570,120,False,False,False,True,False,False,False,False,False,True,False,False,False,0.7785429534309823,5.928343627447859,D10
10525,1986,26576.0,1,0,10,0,8,0,0,9,1,1,0,2,9,1,0,0,0,0,0,-15626,27,False,False,True,False,False,False,False,False,False,True,False,False,False,0.7764571016812396,5.911656813449917,D10
6147,1971,25818.0,1,0,5,2,8,2,2,9,1,0,1,2,7,0,0,0,0,0,0,-15631,28,False,False,True,False,False,False,False,True,False,False,False,False,False,0.7755557753753112,5.90444620300249,D10
8524,1974,25509.0,1,0,40,3,30,10,7,11,3,3,0,3,9,0,0,0,0,0,0,-15601,101,False,False,False,False,True,False,False,True,False,False,False,False,False,0.7729378661561426,5.883502929249141,D10
8537,1949,72643.0,0,0,526,80,553,123,94,53,1,3,10,7,2,0,0,0,1,0,0,-15763,1429,False,False,True,False,False,False,False,False,False,False,False,True,False,0.7725614520753848,5.880491616603079,D10
4351,1955,37244.0,1,1,18,2,10,0,0,25,1,1,1,2,7,1,0,0,0,0,0,-15822,55,False,False,True,False,False,False,False,True,False,False,False,False,False,0.7714519639962198,5.871615711969759,D10
4127,1967,77766.0,0,1,1004,59,265,115,59,27,2,11,10,11,6,1,0,0,0,0,0,-15758,1529,False,False,False,False,True,False,False,False,True,False,False,False,False,0.7671326565040893,5.837061252032715,D10
3698,1983,78687.0,0,0,817,185,687,145,55,241,1,4,6,8,2,0,0,1,0,0,0,-15561,2130,False,False,True,False,False,False,False,False,False,False,True,False,False,0.7637366287918684,5.809893030334948,D10
4943,1953,70503.0,0,0,1379,33,216,0,33,66,1,2,4,9,6,0,1,1,0,0,0,-15613,1727,False,False,True,False,False,False,False,False,True,False,False,False,False,0.7555739323126257,5.744591458501006,D10
4168,1966,37070.0,1,1,231,7,137,4,15,39,9,5,1,8,7,0,0,0,0,0,0,-15784,433,False,False,True,False,False,False,False,False,False,True,False,False,False,0.7546946912537467,5.7375575300299735,D10
4042,1971,43300.0,0,1,91,3,52,2,1,31,3,4,0,4,8,0,0,0,0,0,0,-15626,180,False,False,True,False,False,False,False,True,False,False,False,False,False,0.7508010476551458,5.706408381241166,D10
6274,1948,83790.0,0,0,1076,16,417,42,48,16,1,8,10,6,3,0,1,1,0,0,0,-16024,1615,False,False,False,True,False,False,False,False,True,False,False,False,False,0.7507726905572331,5.706181524457865,D10
5221,1957,52852.0,0,1,714,8,99,11,0,47,4,10,7,5,8,1,0,0,0,0,0,-15675,879,False,False,True,False,False,False,False,False,True,False,False,False,False,0.7507576917467271,5.706061533973817,D10
7431,1991,68126.0,0,0,1332,17,311,23,51,86,1,7,4,5,9,0,1,0,0,0,0,-15654,1820,False,False,False,False,True,False,False,False,False,True,False,False,False,0.7492216990989243,5.693773592791395,D10
4207,1981,87171.0,0,0,1001,44,107,58,44,44,1,6,7,11,2,1,0,1,0,0,0,-15826,1298,False,False,False,False,True,False,False,False,True,False,False,False,False,0.7489932227532928,5.691945782026343,D10
3334,1951,94642.0,0,0,879,143,797,106,143,143,0,5,7,9,1,0,0,1,1,0,0,-16113,2211,False,False,True,False,False,False,False,False,True,False,False,False,False,0.7292448326627075,5.53395866130166,D10
5959,1968,35893.0,1,1,158,0,23,0,0,18,6,3,1,5,8,0,0,0,0,0,0,-15628,199,False,False,True,False,False,False,False,False,False,True,False,False,False,0.7263742491259658,5.510993993007727,D10
10949,1963,72968.0,0,0,1092,37,592,145,37,55,1,5,5,8,3,0,0,0,1,0,0,-16055,1958,False,False,False,False,True,False,False,True,False,False,False,False,False,0.7245846378252748,5.496677102602199,D10
10240,1949,69372.0,0,0,997,26,269,34,13,42,1,10,4,6,4,0,1,1,0,0,0,-15755,1381,False,False,True,False,False,False,False,False,False,False,True,False,False,0.724426704479492,5.495413635835936,D10
5036,1984,42710.0,1,0,252,3,42,4,3,102,2,4,5,3,6,0,0,0,0,0,0,-15672,406,False,False,False,False,True,False,False,False,False,True,False,False,False,0.7236573661837493,5.489258929469995,D10
1065,1963,80695.0,0,0,557,129,984,193,37,18,1,5,8,5,2,0,0,0,0,0,0,-16068,1918,False,False,True,False,False,False,False,False,False,True,False,False,False,0.7172163174831839,5.437730539865472,D10
271,1969,40590.0,1,1,154,0,50,6,11,37,5,3,4,3,6,1,0,0,0,0,0,-15980,258,False,False,True,False,False,False,False,False,False,False,False,True,False,0.7155134136002511,5.424107308802009,D10
6543,1945,62847.0,0,0,521,168,706,80,76,61,1,3,6,4,2,0,0,0,0,0,0,-15720,1612,False,False,False,True,False,False,False,False,False,False,True,False,False,0.711106962716795,5.38885570173436,D10
7999,1955,75261.0,0,0,1239,17,413,23,34,17,1,5,6,5,2,0,1,1,0,0,0,-15818,1743,False,False,False,False,True,False,False,False,False,False,True,False,False,0.7032517073702188,5.326013658961751,D10
1041,1973,48432.0,0,1,322,3,50,4,3,42,5,7,1,6,8,0,0,0,0,0,0,-15631,424,False,False,False,False,True,False,False,False,False,True,False,False,False,0.6969737845804493,5.275790276643595,D10
4299,1960,70971.0,0,1,1001,17,572,93,125,17,7,11,11,5,7,0,0,0,0,0,0,-15604,1825,False,False,True,False,False,False,False,False,False,False,True,False,False,0.6937204905574911,5.249763924459929,D9
7053,1966,78420.0,0,0,604,28,674,91,28,28,1,3,10,8,1,0,0,0,0,0,0,-15885,1453,False,False,False,False,True,False,False,False,False,True,False,False,False,0.6911397415772192,5.229117932617754,D9
4931,1977,157146.0,0,0,1,0,1725,2,1,1,0,0,28,0,1,0,0,0,0,0,0,-15824,1730,False,False,True,False,False,False,False,False,False,False,True,False,False,0.6894758636053351,5.215806908842681,D9
4530,1948,78427.0,0,0,972,19,595,180,26,138,3,3,7,10,3,0,0,0,1,0,0,-15637,1930,False,False,False,True,False,False,False,False,False,False,False,True,False,0.6835046392666358,5.168037114133087,D9
3885,1983,33569.0,1,0,16,2,18,3,0,24,1,1,1,2,8,1,0,0,0,0,0,-15994,63,False,False,False,False,True,False,False,False,True,False,False,False,False,0.6833171248687125,5.1665369989497005,D9
2939,1970,79419.0,0,0,751,127,687,20,15,31,1,4,6,4,2,0,0,0,0,0,0,-16243,1631,False,False,False,True,False,False,False,False,False,False,True,False,False,0.6754155213428847,5.103324170743078,D9
2909,1974,78128.0,0,1,934,24,230,16,24,36,2,8,4,6,3,0,1,1,0,0,0,-16120,1264,False,False,False,False,True,False,False,False,True,False,False,False,False,0.6691710051316215,5.053368041052972,D9
9648,1967,46904.0,1,1,153,4,56,0,9,31,4,5,1,4,8,0,0,0,0,0,0,-15647,253,False,False,True,False,False,False,False,False,False,True,False,False,False,0.6673516473883837,5.03881317910707,D9
3182,1973,46854.0,1,1,96,1,79,7,1,79,6,5,1,3,8,1,0,0,0,0,0,-16160,263,False,False,False,False,True,False,False,False,False,True,False,False,False,0.6621418110073042,4.997134488058434,D9
1361,1974,82584.0,0,0,1076,68,103,29,91,68,1,3,4,8,1,0,1,1,0,0,0,-15860,1435,False,False,False,True,False,False,False,False,True,False,False,False,False,0.6481546094627898,4.885236875702319,D9
4138,1962,76624.0,0,1,411,106,147,54,115,66,1,5,10,7,1,1,0,0,0,0,0,-16214,899,False,False,True,False,False,False,False,False,False,True,False,False,False,0.6478442321004491,4.882753856803593,D9
3762,1986,69867.0,0,0,196,0,512,33,130,54,1,3,5,8,1,0,0,0,1,0,0,-15797,925,False,False,False,False,True,False,False,False,False,True,False,False,False,0.6471133709773274,4.876906967818619,D9
2964,1981,26872.0,0,0,3,10,8,3,16,32,1,1,1,2,6,0,0,0,0,0,0,-15994,72,False,False,True,False,False,False,False,False,True,False,False,False,False,0.6463398160951488,4.8707185287611905,D9
610,1953,53593.0,1,1,349,4,78,6,0,43,8,7,2,6,8,0,0,0,0,0,0,-15559,480,False,False,False,False,True,False,False,False,False,False,True,False,False,0.6461846610288303,4.869477288230643,D9
2278,1985,33812.0,1,0,4,17,19,30,24,39,2,2,1,3,6,0,0,0,0,0,0,-15647,133,True,False,False,False,False,False,False,False,False,True,False,False,False,0.6417958298401247,4.834366638720998,D9
5031,1974,83145.0,0,0,777,35,731,39,137,114,1,5,9,11,2,0,0,1,0,0,0,-15605,1833,False,False,True,False,False,False,False,False,False,False,True,False,False,0.6367392357873877,4.7939138862991015,D9
5252,1969,23910.0,1,0,16,12,18,7,1,13,1,2,0,3,7,0,0,0,0,0,0,-15639,67,False,False,True,False,False,False,False,True,False,False,False,False,False,0.6303886264056751,4.743109011245401,D9
6097,1959,50664.0,1,1,313,8,104,6,4,126,9,8,1,6,9,0,0,0,0,0,0,-15721,561,False,False,True,False,False,False,False,False,False,True,False,False,False,0.6266045448371261,4.712836358697009,D9
9369,1979,88194.0,0,1,688,14,309,201,24,38,1,11,10,10,5,1,0,0,1,0,0,-16148,1274,True,False,False,False,False,False,False,False,False,True,False,False,False,0.6217338977679963,4.67387118214397,D9
8164,1978,82170.0,0,0,1023,93,651,49,55,37,1,5,6,7,2,0,0,0,0,0,0,-16034,1908,False,False,False,False,True,False,False,False,True,False,False,False,False,0.6211482267550613,4.669185814040491,D9
9905,1952,34074.0,1,1,135,1,41,10,1,67,5,3,3,3,6,1,0,0,0,0,0,-15899,255,False,False,True,False,False,False,False,False,False,False,True,False,False,0.6191556215248245,4.653244972198596,D9
2886,1971,74290.0,0,1,1121,0,72,0,12,12,4,10,8,10,6,0,1,0,1,0,0,-15929,1217,False,False,False,True,False,False,False,True,False,False,False,False,False,0.6171989793288071,4.637591834630457,D9
4832,1979,27244.0,1,0,6,5,17,3,24,46,2,2,2,2,7,0,0,0,0,0,0,-16136,101,False,False,True,False,False,False,False,False,True,False,False,False,False,0.6157778933643367,4.626223146914694,D9
1626,1973,35860.0,1,1,15,0,8,4,2,20,2,1,1,2,5,1,0,0,0,0,0,-16209,49,False,False,False,False,True,False,False,True,False,False,False,False,False,0.6140840368609225,4.61267229488738,D9
10659,1979,7500.0,1,0,2,8,11,3,8,21,4,3,2,2,7,0,0,0,0,0,0,-15832,53,True,False,False,False,False,False,False,False,False,False,True,False,False,0.6096539006008043,4.577231204806434,D9
564,1981,56937.0,1,0,746,8,125,11,8,8,7,8,6,9,6,0,1,0,0,0,0,-15556,906,False,False,False,False,True,False,False,False,False,False,True,False,False,0.6040226509891006,4.532181207912805,D9
6050,1975,57036.0,0,1,1171,43,219,19,14,47,4,6,3,13,9,1,0,0,0,0,0,-15685,1513,True,False,False,False,False,False,False,False,True,False,False,False,False,0.6003877532823726,4.503102026258981,D9
4501,1965,69882.0,0,0,292,127,635,132,127,165,1,3,7,9,1,0,0,0,0,0,0,-16019,1478,False,False,False,True,False,False,False,False,False,True,False,False,False,0.5977396152364973,4.481916921891979,D9
1544,1967,81380.0,0,0,741,68,689,224,68,103,1,4,2,10,2,0,0,0,0,0,0,-15696,1893,False,False,False,True,False,False,False,True,False,False,False,False,False,0.5971453455728909,4.477162764583127,D9
6049,1982,73450.0,0,0,1142,51,415,90,69,37,1,7,8,11,3,1,0,0,1,0,0,-16044,1804,False,False,False,True,False,False,False,False,False,False,True,False,False,0.5931101146423593,4.444880917138875,D9
3439,1972,56721.0,1,1,157,6,39,6,13,75,5,4,1,5,6,0,0,0,0,0,0,-15644,296,False,False,True,False,False,False,False,False,True,False,False,False,False,0.5918780862290923,4.435024689832739,D9
2942,1964,45906.0,0,1,305,3,27,4,3,144,2,5,4,4,5,1,0,0,0,0,0,-15832,486,False,False,True,False,False,False,False,False,False,True,False,False,False,0.5912004375682605,4.429603500546084,D9
2632,1954,50501.0,1,1,297,0,38,13,0,152,7,5,4,4,6,1,0,0,0,0,0,-15874,500,False,False,True,False,False,False,False,False,True,False,False,False,False,0.5876370499934451,4.401096399947561,D9
5092,1949,51569.0,0,1,380,0,47,6,0,34,4,7,1,7,8,0,1,0,0,0,0,-15748,467,False,False,False,False,True,False,False,False,False,False,False,True,False,0.5867749868585599,4.394199894868479,D9
3661,1995,80617.0,0,0,594,51,631,72,55,32,1,4,6,8,2,0,0,0,0,0,0,-15625,1435,True,False,False,False,False,False,False,False,False,True,False,False,False,0.5850801020401891,4.380640816321513,D9
7261,1971,34600.0,1,1,199,33,60,8,3,15,5,5,2,5,8,0,0,0,0,0,0,-15706,318,False,False,True,False,False,False,False,False,False,False,True,False,False,0.5844781504836324,4.375825203869059,D9
3479,1950,16813.0,0,0,4,8,11,12,2,13,1,2,0,3,7,1,0,0,0,0,0,-15905,50,False,False,True,False,False,False,False,False,False,True,False,False,False,0.5843700728889518,4.374960583111615,D9
10001,1985,7500.0,1,0,5,17,17,13,14,34,4,2,1,3,9,0,0,0,0,0,0,-15553,100,True,False,False,False,False,False,False,False,False,False,True,False,False,0.5810455755705503,4.348364604564402,D9
1964,1951,86610.0,0,0,446,107,768,33,196,53,1,5,6,6,2,0,0,0,0,0,0,-15953,1603,False,False,True,False,False,False,False,False,False,False,True,False,False,0.5713158371025733,4.270526696820586,D9
5735,1991,90638.0,0,0,1156,120,915,94,144,96,1,3,4,10,1,0,0,1,0,0,0,-16114,2525,False,False,False,True,False,False,False,False,False,True,False,False,False,0.568431326772478,4.247450614179824,D9
5350,1991,90638.0,0,0,1156,120,915,94,144,96,1,3,4,10,1,0,0,1,0,0,0,-16114,2525,False,False,False,True,False,False,False,False,False,True,False,False,False,0.568431326772478,4.247450614179824,D9
9743,1955,76998.0,0,1,1449,89,161,69,35,107,2,11,8,8,6,0,0,1,0,0,0,-15716,1910,False,False,True,False,False,False,False,False,True,False,False,False,False,0.5646085899507873,4.216868719606299,D9
1225,1963,80124.0,0,0,483,84,398,205,84,241,1,3,7,8,1,1,0,0,0,0,0,-16247,1495,False,False,True,False,False,False,False,False,True,False,False,False,False,0.5588911041933805,4.171128833547044,D9
3340,1977,42014.0,1,0,244,15,108,4,15,50,6,7,1,6,8,0,0,0,0,0,0,-15569,436,False,False,True,False,False,False,False,False,True,False,False,False,False,0.5582245136673636,4.165796109338909,D9
4418,1983,89616.0,0,0,671,47,655,145,111,15,1,7,5,12,2,0,0,0,0,0,0,-15761,1644,False,False,False,True,False,False,False,False,False,True,False,False,False,0.5539836534841873,4.131869227873499,D9
6421,1961,88347.0,0,0,1050,178,555,77,138,118,1,4,7,9,1,0,0,0,1,0,0,-15889,2116,False,False,True,False,False,False,False,False,False,False,True,False,False,0.5444024110720938,4.05521928857675,D9
8717,1975,80427.0,0,1,1149,71,449,69,71,26,1,11,8,8,5,0,0,0,0,0,0,-15595,1835,False,False,False,False,True,False,False,False,True,False,False,False,False,0.5424603065350004,4.039682452280004,D9
6260,1955,82384.0,0,0,984,51,432,180,120,190,1,3,10,13,1,0,0,1,0,0,0,-15663,1957,False,False,False,True,False,False,False,False,False,False,True,False,False,0.5364264738821589,3.9914117910572715,D9
1966,1965,84618.0,0,0,684,100,801,21,66,0,1,6,9,10,2,0,0,1,0,0,0,-16031,1672,False,False,False,False,True,False,False,False,True,False,False,False,False,0.5335205662080396,3.9681645296643167,D9
460,1972,79930.0,0,0,792,86,740,67,51,17,1,3,5,8,2,0,0,0,0,0,0,-15560,1753,False,False,False,False,True,False,False,False,True,False,False,False,False,0.5301990893709182,3.9415927149673458,D9
8015,1962,85696.0,0,0,714,76,395,116,0,12,1,4,6,9,1,0,0,0,0,0,0,-15828,1313,False,False,False,False,True,False,False,True,False,False,False,False,False,0.5237372817905469,3.8898982543243754,D9
8143,1985,37929.0,0,0,202,2,46,3,2,10,2,4,2,5,7,0,1,0,1,0,0,-15916,265,False,False,False,False,True,False,False,False,False,True,False,False,False,0.5212645052054637,3.87011604164371,D9
4066,1978,21282.0,1,0,1,5,8,4,8,20,2,2,1,2,6,0,0,0,0,0,0,-16201,46,True,False,False,False,False,False,False,True,False,False,False,False,False,0.5212217097537515,3.869773678030012,D9
7875,1949,72025.0,0,0,967,0,617,43,50,0,1,4,8,13,2,0,1,1,1,0,0,-16189,1677,False,False,True,False,False,False,False,False,True,False,False,False,False,0.5206709761445018,3.865367809156014,D9
5207,1963,53378.0,1,1,489,6,152,8,6,132,10,9,4,6,8,0,0,0,0,0,0,-15607,793,False,False,False,False,True,False,False,False,True,False,False,False,False,0.5197090026699344,3.857672021359475,D9
6945,1952,84574.0,0,0,387,20,713,38,54,163,1,9,11,11,5,0,0,0,0,0,0,-15860,1375,False,False,True,False,False,False,False,False,False,True,False,False,False,0.5167806408659589,3.834245126927671,D9
10936,1965,72190.0,0,0,597,166,597,172,166,249,1,5,6,4,3,0,0,0,0,0,0,-15749,1947,False,False,True,False,False,False,False,False,True,False,False,False,False,0.5167401977158462,3.83392158172677,D9
7059,1963,80124.0,0,0,483,84,398,205,84,241,1,3,7,8,1,1,0,0,0,0,0,-16247,1495,False,False,True,False,False,False,False,False,True,False,False,False,False,0.5157382854147561,3.825906283318049,D9
9668,1971,18793.0,1,0,4,16,20,0,17,20,3,2,0,4,8,0,0,0,0,0,0,-15717,77,False,False,True,False,False,False,False,False,True,False,False,False,False,0.5150340545782692,3.820272436626154,D9
5544,1970,67384.0,0,1,957,40,175,158,53,107,2,7,8,5,5,0,1,0,0,0,0,-15654,1490,False,False,True,False,False,False,False,False,False,True,False,False,False,0.5142097115219293,3.8136776921754345,D9
1215,1978,70440.0,0,0,690,117,499,76,102,88,1,5,10,7,3,0,0,0,1,0,0,-15986,1572,False,False,True,False,False,False,False,False,False,False,True,False,False,0.5121119456689937,3.7968955653519494,D9
5474,1970,43020.0,1,0,45,7,99,4,25,43,3,4,1,4,6,0,0,0,0,0,0,-16039,223,False,False,True,False,False,False,False,False,False,True,False,False,False,0.5107850425973867,3.7862803407790935,D9
7422,1987,46923.0,1,0,85,44,54,102,78,6,3,5,1,7,7,0,0,0,0,0,0,-15574,369,False,False,True,False,False,False,False,False,False,True,False,False,False,0.5089029004083298,3.771223203266638,D9
